794.000	18058.000
794.016	17263.000
794.031	15896.000
794.047	13854.000
794.063	11935.000
794.079	10818.000
794.094	10102.000
794.110	9764.000
794.126	9596.000
794.142	9712.000
794.157	9976.000
794.173	10420.000
794.189	11276.000
794.204	12646.000
794.220	14462.000
794.236	16135.000
794.252	16718.000
794.267	16541.000
794.283	15704.000
794.299	14106.000
794.314	12346.000
794.330	10867.000
794.346	9948.000
794.362	9371.000
794.377	9190.000
794.393	9067.000
794.409	9150.000
794.424	9831.000
794.440	10060.000
794.456	10952.000
794.472	12451.000
794.487	14239.000
794.503	15465.000
794.519	15746.000
794.534	15435.000
794.550	14412.000
794.566	12838.000
794.581	11195.000
794.597	9934.000
794.613	9164.000
794.629	8816.000
794.644	8625.000
794.660	8606.000
794.676	8765.000
794.691	9149.000
794.707	9759.000
794.723	10700.000
794.738	12191.000
794.754	13725.000
794.770	14618.000
794.785	14775.000
794.801	14228.000
794.817	13223.000
794.832	11680.000
794.848	10256.000
794.864	9270.000
794.880	8592.000
794.895	8265.000
794.911	8139.000
794.927	8245.000
794.942	8428.000
794.958	8782.000
794.974	9374.000
794.989	10458.000
795.005	11728.000
795.021	13011.000
795.036	13628.000
795.052	13487.000
795.068	12950.000
795.083	11858.000
795.099	10495.000
795.115	9306.000
795.130	8548.000
795.146	8050.000
795.162	7857.000
795.177	7876.000
795.193	7891.000
795.209	8131.000
795.224	8525.000
795.240	9136.000
795.256	10118.000
795.271	11253.000
795.287	12262.000
795.303	12677.000
795.318	12392.000
795.334	11857.000
795.350	10818.000
795.365	9714.000
795.381	8642.000
795.396	8032.000
795.412	7616.000
795.428	7463.000
795.443	7480.000
795.459	7544.000
795.475	7751.000
795.490	8150.000
795.506	8816.000
795.522	9753.000
795.537	10759.000
795.553	11585.000
795.569	11864.000
795.584	11614.000
795.600	11072.000
795.615	10020.000
795.631	9020.000
795.647	8139.000
795.662	7598.000
795.678	7258.000
795.694	7071.000
795.709	7094.000
795.725	7202.000
795.741	7372.000
795.756	7716.000
795.772	8385.000
795.787	9310.000
795.803	10350.000
795.819	10938.000
795.834	11155.000
795.850	10948.000
795.866	10408.000
795.881	9284.000
795.897	8416.000
795.912	7636.000
795.928	7221.000
795.944	6880.000
795.959	6771.000
795.975	6784.000
795.990	6874.000
796.006	7108.000
796.022	7478.000
796.037	8061.000
796.053	8813.000
796.068	9726.000
796.084	10284.000
796.100	10437.000
796.115	10205.000
796.131	9627.000
796.147	8769.000
796.162	7872.000
796.178	7165.000
796.193	6788.000
796.209	6556.000
796.225	6492.000
796.240	6464.000
796.256	6585.000
796.271	6818.000
796.287	7148.000
796.303	7802.000
796.318	8586.000
796.334	9368.000
796.349	9704.000
796.365	9807.000
796.380	9548.000
796.396	8952.000
796.412	8117.000
796.427	7331.000
796.443	6752.000
796.458	6341.000
796.474	6171.000
796.490	6146.000
796.505	6242.000
796.521	6313.000
796.536	6593.000
796.552	6884.000
796.567	7404.000
796.583	8122.000
796.599	8788.000
796.614	9251.000
796.630	9268.000
796.645	8998.000
796.661	8355.000
796.676	7610.000
796.692	6934.000
796.708	6984.000
796.723	6808.000
796.739	5966.000
796.754	5884.000
796.770	5995.000
796.785	6251.000
796.801	6219.000
796.817	6485.000
796.832	6977.000
796.848	7586.000
796.863	8205.000
796.879	8600.000
796.894	8610.000
796.910	8402.000
796.925	7934.000
796.941	7148.000
796.957	6546.000
796.972	6140.000
796.988	5824.000
797.003	5694.000
797.019	5635.000
797.034	5618.000
797.050	5735.000
797.065	5897.000
797.081	6190.000
797.097	6571.000
797.112	7168.000
797.128	7681.000
797.143	8077.000
797.159	8090.000
797.174	7860.000
797.190	7422.000
