794.000	28932.000
794.016	28120.000
794.031	27080.000
794.047	26132.000
794.063	25376.000
794.079	24996.000
794.094	24886.000
794.110	24670.000
794.126	24714.000
794.142	24792.000
794.157	24714.000
794.173	25404.000
794.189	25414.000
794.204	26324.000
794.220	27160.000
794.236	27540.000
794.252	27474.000
794.267	27354.000
794.283	27126.000
794.299	25968.000
794.314	24970.000
794.330	24276.000
794.346	24236.000
794.362	23818.000
794.377	23500.000
794.393	23774.000
794.409	23434.000
794.424	23804.000
794.440	24440.000
794.456	24516.000
794.472	25580.000
794.487	26160.000
794.503	26680.000
794.519	26644.000
794.534	26172.000
794.550	25312.000
794.566	24506.000
794.581	23556.000
794.597	23164.000
794.613	22872.000
794.629	22580.000
794.644	22424.000
794.660	22662.000
794.676	22874.000
794.691	22894.000
794.707	23564.000
794.723	24160.000
794.738	25124.000
794.754	25458.000
794.770	25752.000
794.785	25852.000
794.801	25280.000
794.817	24288.000
794.832	23152.000
794.848	22602.000
794.864	21742.000
794.880	21836.000
794.895	21646.000
794.911	21540.000
794.927	21850.000
794.942	21986.000
794.958	21990.000
794.974	22674.000
794.989	23354.000
795.005	24074.000
795.021	24696.000
795.036	24574.000
795.052	24300.000
795.068	23566.000
795.083	22788.000
795.099	21982.000
795.115	21674.000
795.130	21108.000
795.146	21086.000
795.162	20816.000
795.177	21032.000
795.193	20844.000
795.209	21132.000
795.224	21856.000
795.240	22066.000
795.256	22488.000
795.271	22938.000
795.287	23324.000
795.303	22966.000
795.318	22860.000
795.334	22156.000
795.350	21550.000
795.365	20934.000
795.381	20588.000
795.396	20366.000
795.412	20006.000
795.428	20186.000
795.443	20324.000
795.459	20354.000
795.475	20338.000
795.490	20842.000
795.506	21438.000
795.522	21940.000
795.537	22342.000
795.553	22294.000
795.569	22144.000
795.584	21824.000
795.600	21152.000
795.615	20518.000
795.631	20110.000
795.647	19760.000
795.662	19506.000
795.678	19624.000
795.694	19422.000
795.709	19624.000
795.725	19726.000
795.741	19466.000
795.756	19670.000
795.772	20050.000
795.787	20652.000
795.803	21146.000
795.819	21210.000
795.834	21450.000
795.850	21126.000
795.866	20554.000
795.881	19754.000
795.897	19286.000
795.912	18834.000
795.928	18668.000
795.944	18652.000
795.959	18726.000
795.975	18404.000
795.990	18360.000
796.006	18772.000
796.022	18846.000
796.037	19616.000
796.053	19778.000
796.068	20334.000
796.084	20328.000
796.100	20322.000
796.115	20038.000
796.131	19396.000
796.147	19012.000
796.162	18490.000
796.178	18128.000
796.193	17888.000
796.209	17780.000
796.225	17886.000
796.240	17528.000
796.256	17850.000
796.271	17972.000
796.287	18432.000
796.303	18776.000
796.318	19388.000
796.334	19464.000
796.349	19504.000
796.365	19286.000
796.380	19182.000
796.396	18760.000
796.412	18000.000
796.427	17572.000
796.443	17160.000
796.458	16982.000
796.474	17060.000
796.490	17316.000
796.505	17144.000
796.521	17158.000
796.536	17338.000
796.552	17876.000
796.567	18198.000
796.583	18610.000
796.599	19074.000
796.614	18742.000
796.630	18552.000
796.645	18558.000
796.661	17722.000
796.676	17056.000
796.692	16756.000
796.708	16682.000
796.723	16126.000
796.739	16164.000
796.754	16484.000
796.770	16574.000
796.785	16520.000
796.801	16876.000
796.817	17128.000
796.832	17600.000
796.848	17648.000
796.863	18134.000
796.879	18136.000
796.894	17764.000
796.910	17674.000
796.925	16894.000
796.941	16516.000
796.957	16154.000
796.972	15790.000
796.988	15936.000
797.003	15938.000
797.019	15752.000
797.034	16070.000
797.050	15908.000
797.065	15988.000
797.081	16536.000
797.097	16528.000
797.112	16920.000
797.128	17172.000
797.143	17038.000
797.159	16898.000
797.174	16612.000
797.190	16220.000
797.205	16010.000
