794.0000 30438.0000
794.0160 29946.0000
794.0310 29221.3333
794.0470 28198.0000
794.0630 26896.6667
794.0790 26095.3333
794.0940 25586.0000
794.1100 25356.6667
794.1260 25131.3333
794.1420 25279.3333
794.1570 25286.0000
794.1730 25247.3333
794.1890 25531.3333
794.2040 26098.6667
794.2200 26931.3333
794.2360 27973.3333
794.2520 28360.0000
794.2670 28562.0000
794.2830 28391.3333
794.2990 27436.0000
794.3140 26552.6667
794.3300 25853.3333
794.3460 24949.3333
794.3620 24532.0000
794.3770 24296.0000
794.3930 24058.0000
794.4090 24052.6667
794.4240 24252.6667
794.4400 24378.6667
794.4560 24488.0000
794.4720 25265.3333
794.4870 26346.0000
794.5030 27059.3333
794.5190 27561.3333
794.5340 27507.3333
794.5500 27190.0000
794.5660 26280.0000
794.5810 24910.0000
794.5970 24304.6667
794.6130 23603.3333
794.6290 23130.0000
794.6440 22953.3333
794.6600 22999.3333
794.6760 23134.0000
794.6910 23238.0000
794.7070 23636.6667
794.7230 24010.0000
794.7380 24825.3333
794.7540 25715.3333
794.7700 26245.3333
794.7850 26454.0000
794.8010 26174.0000
794.8170 25595.3333
794.8320 24692.0000
794.8480 23666.0000
794.8640 22844.6667
794.8800 22388.6667
794.8950 22062.6667
794.9110 22083.3333
794.9270 22009.3333
794.9420 22274.6667
794.9580 22434.0000
794.9740 22716.0000
794.9890 23304.0000
795.0050 24122.0000
795.0210 24820.0000
795.0360 25008.0000
795.0520 25276.6667
795.0680 24808.0000
795.0830 24327.3333
795.0990 23361.3333
795.1150 22600.6667
795.1300 21957.3333
795.1460 21592.0000
795.1620 21324.0000
795.1770 21416.0000
795.1930 21307.3333
795.2090 21563.3333
795.2240 21806.6667
795.2400 22004.6667
795.2560 22282.0000
795.2710 23058.6667
795.2870 23346.6667
795.3030 23680.0000
795.3180 23638.0000
795.3340 23199.3333
795.3500 22798.6667
795.3650 22217.3333
795.3810 21502.0000
795.3960 21080.0000
795.4120 20788.0000
795.4280 20738.0000
795.4430 20778.0000
795.4590 20733.3333
795.4750 20844.0000
795.4900 20901.3333
795.5060 21028.0000
795.5220 21498.0000
795.5370 22166.6667
795.5530 22355.3333
795.5690 22724.0000
795.5840 22521.3333
795.6000 22336.0000
795.6150 21706.6667
795.6310 21092.0000
795.6470 20574.6667
795.6620 20260.6667
795.6780 20020.0000
795.6940 19996.6667
795.7090 19799.3333
795.7250 19827.3333
795.7410 19880.0000
795.7560 20097.3333
795.7720 20208.0000
795.7870 20546.0000
795.8030 21156.6667
795.8190 21808.6667
795.8340 21818.6667
795.8500 21733.3333
795.8660 21538.0000
795.8810 20966.6667
795.8970 20480.6667
795.9120 19836.6667
795.9280 19502.6667
795.9440 19373.3333
795.9590 19072.0000
795.9750 18997.3333
795.9900 18964.0000
796.0060 18964.0000
796.0220 19136.0000
796.0370 19458.0000
796.0530 19839.3333
796.0680 20461.3333
796.0840 20742.6667
796.1000 20916.0000
796.1150 21105.3333
796.1310 20603.3333
796.1470 20185.3333
796.1620 19462.0000
796.1780 19020.6667
796.1930 18624.6667
796.2090 18387.3333
796.2250 18224.6667
796.2400 18241.3333
796.2560 18252.0000
796.2710 18331.3333
796.2870 18500.6667
796.3030 18832.6667
796.3180 19367.3333
796.3340 19785.3333
796.3490 20134.0000
796.3650 20044.0000
796.3800 19957.3333
796.3960 19714.6667
796.4120 18966.6667
796.4270 18404.6667
796.4430 18011.3333
796.4580 17693.3333
796.4740 17665.3333
796.4900 17433.3333
796.5050 17563.3333
796.5210 17581.3333
796.5360 17778.6667
796.5520 18256.0000
796.5670 18258.6667
796.5830 18666.0000
796.5990 18894.6667
796.6140 19211.3333
796.6300 19399.3333
796.6450 19032.6667
796.6610 18681.3333
796.6760 18170.6667
796.6920 17503.3333
796.7080 17256.6667
796.7230 16992.6667
796.7390 16714.6667
796.7540 16568.0000
796.7700 16830.0000
796.7850 17100.6667
796.8010 17232.6667
796.8170 17300.6667
796.8320 17660.0000
796.8480 17761.3333
796.8630 18173.3333
796.8790 18270.6667
796.8940 18241.3333
796.9100 18167.3333
796.9250 17910.0000
796.9410 17369.3333
796.9570 16954.6667
796.9720 16700.6667
796.9880 16422.6667
797.0030 16240.6667
797.0190 16258.6667
797.0340 16272.6667
797.0500 16392.0000
797.0650 16402.6667
797.0810 16643.3333
797.0970 16580.6667
797.1120 16891.3333
797.1280 17189.3333
797.1430 17446.0000
797.1590 17327.3333
797.1740 17469.3333
797.1900 17072.6667
797.2050 16728.0000
797.2210 16390.6667
797.2360 16057.3333
797.2520 15894.6667
797.2670 15708.6667
797.2830 15672.6667
797.2990 15792.0000
797.3140 15614.0000
797.3300 15840.0000
797.3450 15822.0000
797.3610 16132.0000
797.3760 16263.3333
797.3920 16644.0000
797.4070 16704.0000
797.4230 16732.0000
797.4380 16716.0000
797.4540 16360.6667
797.4690 16029.3333
797.4850 15648.6667
797.5000 15354.0000
797.5160 15207.3333
797.5310 15160.0000
797.5470 15029.3333
797.5620 15110.0000
797.5780 15050.6667
797.5940 15064.6667
797.6090 15230.0000
797.6250 15290.6667
797.6400 15664.6667
797.6560 15972.6667
797.6710 16209.3333
797.6870 16222.6667
797.7020 15995.3333
797.7180 15828.6667
797.7330 15472.0000
797.7490 15027.3333
797.7640 14706.6667
797.7800 14574.6667
797.7950 14463.3333
797.8110 14254.0000
797.8260 14355.3333
797.8420 14352.0000
797.8570 14363.3333
797.8730 14607.3333
797.8880 14662.0000
797.9040 14910.6667
797.9190 15197.3333
797.9350 15345.3333
797.9500 15504.6667
797.9660 15446.6667
797.9810 15171.3333
797.9970 14776.6667
798.0120 14537.3333
798.0280 14147.3333
798.0430 13897.3333
798.0590 13754.6667
798.0740 13696.6667
798.0890 13792.6667
798.1050 13723.3333
798.1200 13802.6667
798.1360 13965.3333
798.1510 14082.0000
798.1670 14129.3333
798.1820 14360.0000
798.1980 14508.0000
798.2130 14517.3333
798.2290 14398.0000
798.2440 14430.0000
798.2600 14110.6667
798.2750 13790.0000
798.2910 13548.6667
798.3060 13318.0000
798.3220 13263.3333
798.3370 13146.0000
798.3530 13346.6667
798.3680 13310.0000
798.3830 13395.3333
798.3990 13453.3333
798.4140 13554.6667
798.4300 13662.0000
798.4450 13728.6667
798.4610 13820.0000
798.4760 13818.0000
798.4920 13748.0000
798.5070 13677.3333
798.5230 13461.3333
798.5380 13020.0000
798.5540 12880.0000
798.5690 12846.0000
798.5840 12699.3333
798.6000 12609.3333
798.6150 12569.3333
798.6310 12660.6667
798.6460 12804.6667
798.6620 12706.0000
798.6770 12798.6667
798.6930 12893.3333
798.7080 13037.3333
798.7240 13162.6667
798.7390 13168.6667
798.7540 13237.3333
798.7700 13152.0000
798.7850 13106.0000
798.8010 12702.6667
798.8160 12534.0000
798.8320 12311.3333
798.8470 12188.6667
798.8620 12186.0000
798.8780 12033.3333
798.8930 12041.3333
798.9090 12167.3333
798.9240 12099.3333
798.9400 12158.6667
798.9550 12238.6667
798.9700 12430.0000
798.9860 12665.3333
799.0010 12635.3333
